mu0,mu1,ps
0.37979999999999997,0.27180000000000004,0.99
0.12479999999999994,0.09129999999999992,0.97
0.4520000000000001,0.6124999999999997,0.87
0.09069999999999986,0.14219999999999994,0.01
0.25850000000000006,0.47429999999999994,0.84
0.37449999999999983,0.5607999999999992,0.99
0.14349999999999996,0.10490000000000003,0.99
0.28410000000000024,0.29339999999999994,0.01
0.12969999999999995,0.13510000000000014,0.95
0.3626000000000004,0.28280000000000005,0.01
0.1866999999999998,0.24959999999999996,0.06
0.4112999999999999,0.2985000000000001,0.98
0.3666000000000001,0.5164999999999995,0.99
0.4154,0.342,0.01
0.06689999999999992,0.21050000000000002,0.01
0.19020000000000004,0.08490000000000002,0.99
0.20459999999999995,0.3715999999999998,0.02
0.04039999999999993,0.06669999999999997,0.07
0.32689999999999997,0.2382999999999997,0.99
0.14200000000000002,0.0889999999999999,0.99
0.15330000000000013,0.18200000000000005,0.01
0.27080000000000015,0.14770000000000005,0.09
0.10279999999999992,0.08119999999999994,0.99
0.061599999999999995,0.13249999999999992,0.98
0.08320000000000005,0.10379999999999999,0.01
0.11099999999999995,0.17810000000000023,0.99
0.2177,0.1940999999999998,0.99
0.20559999999999998,0.1461000000000001,0.99
0.07879999999999984,0.32909999999999995,0.01
0.2638999999999998,0.3073999999999999,0.01
0.2092999999999997,0.20499999999999996,0.12
0.05809999999999996,0.05219999999999993,0.99
0.4269,0.6728999999999996,0.99
0.19219999999999993,0.1976999999999998,0.99
0.1342000000000001,0.18989999999999996,0.01
0.15659999999999996,0.13889999999999986,0.99
0.048699999999999966,0.08339999999999996,0.03
0.1364,0.10950000000000001,0.16
0.28920000000000046,0.4084000000000001,0.01
0.04779999999999997,0.06859999999999995,0.14
0.24170000000000003,0.22450000000000034,0.99
0.059199999999999954,0.04909999999999995,0.87
0.22079999999999989,0.20130000000000006,0.01
0.0854,0.1793,0.1
0.05979999999999994,0.05489999999999995,0.92
0.06900000000000003,0.10090000000000002,0.02
0.4233,0.6395000000000001,0.01
0.30870000000000025,0.3483000000000001,0.13
0.2945,0.2571999999999999,0.04
0.09509999999999995,0.06989999999999996,0.12
0.5351000000000004,0.4279000000000002,0.14
0.6997999999999991,0.4729999999999998,0.01
0.13889999999999994,0.12269999999999996,0.01
0.057599999999999915,0.08639999999999998,0.03
0.22169999999999998,0.20400000000000024,0.88
0.36640000000000006,0.6997999999999999,0.97
0.44,0.5134999999999998,0.97
0.9286,0.8668999999999998,0.13
0.24820000000000036,0.2325,0.03
0.048899999999999964,0.03260000000000002,0.99
0.3395,0.18050000000000008,0.99
0.3770000000000001,0.4517000000000001,0.01
0.04020000000000001,0.07579999999999999,0.02
0.16690000000000013,0.2578,0.08
0.38729999999999976,0.3785999999999998,0.97
0.42560000000000003,0.4288999999999993,0.99
0.18309999999999982,0.2659,0.99
0.2298000000000001,0.15570000000000023,0.99
0.04910000000000002,0.07919999999999995,0.01
0.09050000000000004,0.1457999999999999,0.01
0.1947,0.2508,0.99
0.8462000000000001,0.6436999999999999,0.03
0.48369999999999985,0.20170000000000002,0.01
0.43889999999999985,0.6428999999999988,0.96
0.8118999999999993,0.5108999999999999,0.01
0.21979999999999986,0.23640000000000005,0.01
0.1305,0.059000000000000004,0.99
0.03359999999999998,0.0452,0.85
0.1272999999999999,0.07880000000000002,0.99
0.1980999999999999,0.12349999999999996,0.89
0.38470000000000004,0.34420000000000006,0.88
0.08369999999999995,0.08359999999999998,0.04
0.1902000000000002,0.20560000000000003,0.1
0.05229999999999997,0.06339999999999996,0.01
0.3111000000000002,0.2766999999999999,0.01
0.13700000000000007,0.1260000000000001,0.85
0.1576,0.2250000000000002,0.99
0.3463999999999999,0.2248,0.01
0.07199999999999995,0.08020000000000005,0.99
0.08439999999999995,0.12650000000000003,0.93
0.07050000000000002,0.11509999999999994,0.01
0.28670000000000007,0.45350000000000007,0.99
0.2015999999999999,0.3079999999999999,0.03
0.24630000000000002,0.27319999999999994,0.98
0.22279999999999991,0.15679999999999997,0.88
0.2204000000000001,0.2741999999999997,0.99
0.051799999999999985,0.07479999999999992,0.96
0.04850000000000001,0.06489999999999996,0.02
0.5753999999999997,0.5521999999999998,0.12
0.20400000000000001,0.08000000000000002,0.99
0.15640000000000007,0.1005999999999999,0.99
0.2991000000000003,0.6654999999999996,0.01
0.22660000000000008,0.3180999999999996,0.99
0.35099999999999976,0.4135999999999999,0.02
0.09369999999999998,0.0572,0.03
0.2600000000000002,0.25160000000000005,0.03
0.06159999999999993,0.03809999999999994,0.99
0.28170000000000006,0.2710000000000001,0.99
0.2443,0.13859999999999983,0.89
0.5976999999999998,0.43400000000000033,0.9
0.2247,0.18559999999999982,0.96
0.4002000000000004,0.5702999999999998,0.01
0.06689999999999997,0.044700000000000004,0.99
0.43119999999999997,0.3747999999999997,0.99
0.19310000000000013,0.30329999999999996,0.11
0.7627000000000002,0.26959999999999984,0.01
0.36569999999999964,0.3966000000000001,0.02
0.717600000000001,0.6551999999999998,0.02
0.22310000000000005,0.2808,0.99
0.0564,0.057800000000000004,0.01
0.4800000000000006,0.38709999999999994,0.01
0.1489999999999998,0.29839999999999994,0.03
0.18970000000000004,0.15460000000000002,0.14
0.3520000000000001,0.38219999999999993,0.01
0.11109999999999992,0.059400000000000015,0.99
0.3,0.5705999999999999,0.95
0.7206000000000004,0.9116,0.94
0.10640000000000013,0.20599999999999993,0.01
0.06509999999999995,0.14440000000000003,0.01
0.07460000000000003,0.09499999999999995,0.02
0.3443999999999998,0.4093,0.88
0.1070999999999999,0.12319999999999993,0.04
0.14640000000000009,0.08440000000000011,0.91
0.13309999999999997,0.07560000000000006,0.93
0.06959999999999993,0.22039999999999998,0.01
0.09459999999999988,0.10390000000000002,0.06
0.05199999999999993,0.11019999999999992,0.05
0.5222000000000001,0.5377000000000004,0.99
0.10509999999999992,0.12419999999999998,0.02
0.05070000000000001,0.08129999999999998,0.06
0.2767000000000001,0.2957999999999996,0.97
0.41780000000000006,0.4794,0.98
0.3575000000000001,0.2524000000000003,0.99
0.04559999999999996,0.025699999999999987,0.99
0.39849999999999947,0.6319999999999998,0.01
0.34630000000000005,0.39020000000000005,0.13
0.12259999999999995,0.1465000000000001,0.99
0.06379999999999997,0.05209999999999994,0.99
0.3729999999999999,0.252,0.07
0.6059000000000001,0.8119000000000008,0.9
0.11489999999999992,0.0746999999999999,0.99
0.054899999999999956,0.04189999999999995,0.9
0.07340000000000008,0.08269999999999998,0.01
0.3311000000000001,0.2789,0.01
0.1339,0.0648,0.97
0.32239999999999946,0.3395,0.06
0.5755999999999996,0.6809999999999996,0.01
0.3087999999999998,0.3013,0.02
0.17449999999999988,0.2926,0.01
0.22570000000000034,0.28209999999999996,0.01
0.2190999999999998,0.1558,0.07
0.10889999999999997,0.11540000000000004,0.99
0.4638000000000001,0.3966000000000001,0.89
0.3361999999999999,0.20310000000000028,0.99
0.1841000000000001,0.49020000000000075,0.97
0.741899999999999,0.6510999999999999,0.01
0.09729999999999998,0.040700000000000014,0.99
0.16829999999999995,0.22059999999999996,0.01
0.04609999999999996,0.039200000000000006,0.99
0.15510000000000004,0.15139999999999987,0.01
0.27600000000000013,0.17169999999999988,0.05
0.08190000000000003,0.08159999999999998,0.04
0.04589999999999996,0.11419999999999998,0.04
0.9303,0.8297000000000005,0.09
0.1887000000000001,0.1167,0.97
0.06829999999999999,0.050599999999999985,0.98
0.14169999999999994,0.12069999999999985,0.96
0.5568999999999997,0.6828999999999997,0.01
0.42179999999999945,0.5574000000000001,0.01
0.05019999999999998,0.041299999999999996,0.98
0.7637999999999993,0.6930999999999998,0.07
0.04659999999999998,0.03119999999999996,0.99
0.6898000000000007,0.7948,0.02
0.27609999999999985,0.1693999999999999,0.02
0.33509999999999995,0.15849999999999997,0.01
0.15769999999999995,0.11629999999999992,0.99
0.24249999999999997,0.22799999999999992,0.99
0.16879999999999995,0.11059999999999982,0.99
0.2798,0.22900000000000023,0.99
0.28569999999999995,0.5778,0.99
0.3319999999999998,0.2236999999999999,0.98
0.24949999999999994,0.2079,0.05
0.09850000000000003,0.15639999999999998,0.01
0.07310000000000005,0.09419999999999996,0.01
0.21770000000000012,0.15199999999999997,0.02
0.2268999999999999,0.17519999999999988,0.02
0.22069999999999992,0.26909999999999973,0.99
0.2672000000000003,0.3091,0.04
0.05839999999999999,0.10049999999999985,0.98
0.08259999999999995,0.07529999999999987,0.99
0.12149999999999998,0.06799999999999992,0.95
0.04219999999999996,0.07119999999999997,0.1
0.324,0.23760000000000034,0.89
0.07810000000000003,0.07649999999999996,0.04
0.14480000000000007,0.2310000000000001,0.15
0.2469,0.3591000000000002,0.99
0.12979999999999992,0.09559999999999999,0.1
0.1042,0.15170000000000003,0.01
0.8759999999999999,0.6021000000000002,0.05
0.1527999999999997,0.3209,0.01
0.26010000000000005,0.2702999999999998,0.9
0.2721,0.3782999999999997,0.98
0.13629999999999995,0.07549999999999986,0.99
0.09919999999999987,0.09699999999999993,0.01
0.03279999999999998,0.0383,0.91
0.1216,0.1727,0.01
0.5154000000000005,0.6522999999999999,0.01
0.25669999999999993,0.1670000000000002,0.9
0.12339999999999979,0.21909999999999996,0.08
0.22819999999999996,0.4976000000000005,0.99
0.04179999999999997,0.04099999999999999,0.99
0.06409999999999999,0.05849999999999993,0.9
0.08049999999999996,0.0789999999999999,0.98
0.08949999999999997,0.05330000000000002,0.99
0.18209999999999998,0.1298999999999999,0.99
0.7094000000000001,0.7006999999999999,0.97
0.08289999999999997,0.042299999999999935,0.97
0.20319999999999994,0.2673999999999999,0.14
0.13729999999999995,0.11869999999999997,0.99
0.691,0.9599000000000001,0.99
0.2503,0.15569999999999973,0.99
0.1578999999999998,0.09119999999999999,0.01
0.31340000000000023,0.41279999999999994,0.87
0.32880000000000004,0.40800000000000014,0.01
0.3258000000000003,0.33690000000000003,0.02
0.21070000000000003,0.12089999999999995,0.98
0.6711000000000005,0.6847,0.09
0.35059999999999986,0.16699999999999995,0.01
0.11499999999999985,0.13149999999999992,0.05
0.08469999999999996,0.07509999999999988,0.99
0.4278000000000003,0.3932999999999999,0.01
0.37699999999999995,0.3136999999999994,0.8
0.06979999999999997,0.11240000000000006,0.91
0.3762999999999997,0.7153999999999996,0.01
0.5271999999999999,0.6676999999999991,0.99
0.1386,0.09199999999999997,0.96
0.06200000000000003,0.1161,0.04
0.41730000000000034,0.41930000000000006,0.01
0.2336000000000002,0.3680000000000001,0.01
0.06839999999999993,0.069,0.99
0.11579999999999985,0.13419999999999996,0.08
0.7981999999999999,0.7230999999999991,0.88
0.04299999999999996,0.07169999999999997,0.05
0.4908000000000002,0.3808999999999999,0.93
0.22520000000000004,0.2758999999999997,0.95
0.03379999999999995,0.05819999999999997,0.04
0.0846,0.10209999999999991,0.87
0.10199999999999992,0.10750000000000001,0.09
0.09669999999999998,0.0553,0.95
0.10229999999999997,0.13570000000000013,0.99
0.2361000000000005,0.45820000000000005,0.02
0.2622000000000003,0.3615999999999999,0.03
0.5832000000000005,0.7835000000000004,0.03
0.35119999999999935,0.35400000000000015,0.05
0.07890000000000007,0.09769999999999995,0.08
0.034499999999999954,0.010900000000000005,0.96
0.15680000000000005,0.20069999999999977,0.99
0.6146999999999994,0.5478999999999998,0.12
0.04939999999999995,0.04799999999999992,0.92
0.0665999999999999,0.1199,0.01
0.16850000000000004,0.22819999999999985,0.93
0.7617000000000002,0.5588999999999992,0.93
0.12109999999999993,0.1579,0.01
0.08749999999999993,0.10659999999999993,0.01
0.17430000000000004,0.13040000000000007,0.99
0.1145,0.11869999999999986,0.92
0.08769999999999994,0.1035,0.05
0.6085000000000003,0.4867999999999998,0.03
0.06999999999999994,0.08040000000000001,0.01
0.21119999999999986,0.22940000000000005,0.03
0.21390000000000017,0.235,0.04
0.6835000000000003,0.6928999999999996,0.94
0.1082999999999999,0.1607,0.01
0.03679999999999995,0.05509999999999999,0.98
0.12619999999999998,0.07789999999999991,0.86
0.25369999999999987,0.3631,0.02
0.3423999999999999,0.2193999999999998,0.88
0.15150000000000033,0.2522,0.01
0.14179999999999984,0.27320000000000005,0.01
0.12660000000000013,0.18100000000000005,0.01
0.2546000000000005,0.35559999999999997,0.02
0.11560000000000006,0.08259999999999998,0.07
0.47450000000000003,0.3678000000000001,0.99
0.5551000000000004,0.6304000000000001,0.07
0.09949999999999999,0.15559999999999993,0.01
0.13479999999999998,0.11379999999999992,0.99
0.3131999999999999,0.17660000000000015,0.99
0.4253,0.3606000000000005,0.99
0.0989000000000001,0.17820000000000003,0.01
0.03879999999999999,0.028800000000000003,0.92
0.4035999999999994,0.5114000000000001,0.07
0.13359999999999994,0.06680000000000001,0.96
0.4090999999999999,0.3324000000000003,0.99
0.11579999999999993,0.18390000000000026,0.99
0.13179999999999983,0.21179999999999988,0.13
0.10179999999999997,0.1667,0.01
0.8676000000000008,0.5464999999999999,0.01
0.2689000000000003,0.3537000000000002,0.11
0.6820999999999995,0.6323,0.02
0.11199999999999992,0.11570000000000004,0.95
0.07029999999999992,0.13349999999999992,0.01
0.2521,0.2348000000000003,0.83
0.21080000000000004,0.149,0.06
0.05469999999999998,0.031400000000000004,0.99
0.33519999999999994,0.21179999999999974,0.99
0.08109999999999994,0.11689999999999998,0.01
0.4759999999999999,0.4858999999999996,0.89
0.14799999999999994,0.14590000000000014,0.98
0.1393999999999999,0.08420000000000001,0.99
0.3044000000000004,0.31969999999999993,0.01
0.6127000000000011,0.7725,0.06
0.15129999999999993,0.16239999999999996,0.01
0.17240000000000016,0.2562999999999999,0.04
0.08339999999999995,0.14299999999999993,0.01
0.3402000000000001,0.3562999999999999,0.98
0.057299999999999886,0.07699999999999999,0.09
0.13479999999999998,0.08319999999999989,0.99
0.11460000000000001,0.11519999999999994,0.03
0.03489999999999995,0.07859999999999999,0.02
0.2353,0.2809999999999995,0.99
0.07610000000000001,0.12789999999999999,0.1
0.39390000000000014,0.46800000000000025,0.04
0.2155,0.20740000000000006,0.94
0.09829999999999993,0.07110000000000005,0.99
0.1696,0.15310000000000015,0.94
0.13520000000000001,0.14439999999999997,0.95
0.06109999999999994,0.08149999999999993,0.02
0.6439000000000001,0.49609999999999993,0.94
0.15619999999999987,0.118,0.01
0.13479999999999998,0.1296000000000001,0.99
0.04080000000000001,0.08369999999999994,0.05
0.0778999999999999,0.08549999999999995,0.02
0.1261,0.09410000000000003,0.98
0.39709999999999995,0.5243000000000004,0.99
0.08299999999999998,0.06599999999999989,0.83
0.055299999999999974,0.04839999999999999,0.99
0.07220000000000001,0.11779999999999997,0.02
0.5140000000000002,0.4296,0.01
0.061999999999999965,0.03709999999999995,0.94
0.07760000000000002,0.14720000000000003,0.01
0.24400000000000016,0.23980000000000012,0.01
0.14239999999999997,0.10679999999999987,0.97
0.03489999999999999,0.03339999999999996,0.91
0.19340000000000024,0.14549999999999993,0.02
0.29979999999999984,0.32750000000000007,0.04
0.028799999999999958,0.02729999999999999,0.09
0.2944000000000002,0.40360000000000007,0.04
0.20320000000000005,0.13879999999999992,0.01
0.11989999999999994,0.1772000000000001,0.95
0.23130000000000034,0.15459999999999996,0.04
0.0762999999999999,0.09259999999999995,0.11
0.11529999999999985,0.08729999999999995,0.04
0.5983000000000007,0.3924000000000003,0.02
0.3808999999999999,0.3022000000000001,0.99
0.13429999999999992,0.09070000000000006,0.9
0.5562000000000004,0.5882000000000005,0.99
0.4321000000000004,0.32209999999999994,0.07
0.059600000000000014,0.07389999999999998,0.05
0.069,0.10959999999999996,0.01
0.15190000000000015,0.10119999999999996,0.01
0.40869999999999995,0.48010000000000025,0.93
0.4853,0.4155000000000003,0.96
0.2284,0.3164000000000001,0.04
0.13679999999999992,0.1180999999999999,0.96
0.38160000000000005,0.3797,0.96
0.2089999999999999,0.27289999999999986,0.04
0.10710000000000004,0.1410999999999999,0.01
0.04069999999999994,0.06559999999999994,0.01
0.22930000000000011,0.13119999999999987,0.98
0.053299999999999945,0.04589999999999998,0.99
0.08959999999999992,0.1228,0.04
0.08180000000000004,0.1695999999999999,0.06
0.19570000000000007,0.07849999999999996,0.06
0.3356000000000001,0.47610000000000013,0.13
0.14089999999999994,0.16599999999999987,0.99
0.3218000000000003,0.45079999999999987,0.04
0.05179999999999998,0.04230000000000001,0.91
0.06440000000000004,0.10009999999999994,0.1
0.04019999999999995,0.08349999999999999,0.01
0.057399999999999916,0.10509999999999996,0.01
0.8967999999999999,0.7417000000000001,0.02
0.12799999999999992,0.04849999999999998,0.99
0.08169999999999994,0.08679999999999985,0.99
0.1955,0.09390000000000001,0.98
0.13840000000000002,0.08920000000000008,0.99
0.07859999999999989,0.09879999999999999,0.12
0.9311,0.7162000000000001,0.01
0.3133000000000001,0.2583999999999999,0.95
0.17960000000000012,0.14899999999999994,0.01
0.3833000000000002,0.6565000000000001,0.01
0.04779999999999994,0.19979999999999998,0.01
0.21599999999999997,0.09460000000000003,0.95
0.09610000000000002,0.0672999999999999,0.98
0.11439999999999995,0.08250000000000006,0.99
0.5220000000000005,0.2902999999999999,0.99
0.6795,0.8514999999999998,0.99
0.5663000000000001,0.34649999999999975,0.99
0.9513000000000001,0.7433000000000001,0.09
0.43779999999999997,0.2718,0.99
0.09770000000000004,0.1782,0.02
0.38689999999999997,0.59,0.99
0.2563000000000002,0.1888,0.01
0.15080000000000007,0.18089999999999987,0.01
0.10889999999999998,0.09209999999999992,0.99
0.07740000000000002,0.11829999999999996,0.01
0.12129999999999999,0.07569999999999992,0.9
0.09799999999999993,0.09099999999999993,0.99
0.06349999999999997,0.06860000000000004,0.96
0.0963999999999998,0.174,0.01
0.7583,0.6163999999999997,0.02
0.24099999999999963,0.19459999999999994,0.08
0.2627000000000001,0.35500000000000026,0.99
0.1576999999999999,0.11139999999999996,0.99
0.46649999999999964,0.6389999999999998,0.02
0.30250000000000027,0.3848,0.01
0.08079999999999998,0.17579999999999987,0.08
0.07259999999999989,0.11199999999999993,0.06
0.4192000000000001,0.4697999999999994,0.99
0.04269999999999997,0.044199999999999955,0.94
0.24659999999999985,0.14090000000000008,0.99
0.22890000000000008,0.16399999999999995,0.88
0.048699999999999966,0.021799999999999996,0.94
0.9301000000000001,0.8557000000000002,0.08
0.05089999999999994,0.06219999999999995,0.08
0.06859999999999992,0.14379999999999996,0.01
0.28919999999999996,0.2210999999999997,0.99
0.15450000000000014,0.1825,0.01
0.1631,0.1714000000000002,0.99
0.11609999999999993,0.09299999999999992,0.98
0.19539999999999996,0.0888999999999999,0.9
0.0712999999999999,0.1084,0.01
0.18460000000000004,0.179,0.01
0.48460000000000003,0.4423999999999999,0.01
0.8016,0.40490000000000015,0.05
0.04569999999999998,0.06559999999999987,0.95
0.07409999999999987,0.08729999999999995,0.11
0.07789999999999991,0.08430000000000003,0.87
0.22769999999999982,0.23070000000000002,0.01
0.11120000000000005,0.1075,0.08
0.7534000000000001,0.8763000000000009,0.95
0.03709999999999995,0.07919999999999996,0.01
0.10510000000000005,0.18219999999999992,0.03
0.16139999999999988,0.11389999999999983,0.99
0.31479999999999975,0.23570000000000005,0.01
0.3647000000000001,0.30859999999999976,0.99
0.04089999999999998,0.07489999999999991,0.99
0.04269999999999996,0.06569999999999997,0.12
0.7132999999999993,0.48950000000000027,0.06
0.2590999999999999,0.2967000000000001,0.04
0.39909999999999984,0.16579999999999995,0.02
0.052600000000000015,0.15359999999999988,0.01
0.24789999999999981,0.2613000000000003,0.97
0.2826999999999997,0.38270000000000004,0.01
0.3656999999999999,0.12529999999999994,0.01
0.2535000000000004,0.2052,0.03
0.5051000000000005,0.43860000000000005,0.02
0.5527999999999996,0.5034999999999998,0.05
0.45020000000000043,0.3345000000000001,0.05
0.2658000000000001,0.20129999999999984,0.93
0.2814,0.33509999999999934,0.99
0.049299999999999906,0.14309999999999992,0.05
0.10539999999999998,0.07490000000000008,0.99
0.0904999999999999,0.17489999999999994,0.01
0.2589,0.2519,0.99
0.13899999999999993,0.15110000000000015,0.99
0.09619999999999994,0.07599999999999993,0.99
0.08789999999999995,0.06519999999999991,0.99
0.11669999999999997,0.09260000000000003,0.99
0.05750000000000001,0.12539999999999996,0.01
0.7854999999999999,0.5244,0.01
0.5413,0.5247999999999996,0.91
0.018600000000000012,0.03839999999999996,0.06
0.22059999999999996,0.10249999999999998,0.99
0.12350000000000001,0.13279999999999997,0.07
0.05349999999999998,0.03770000000000001,0.99
0.12689999999999999,0.2497000000000001,0.96
0.31229999999999936,0.19759999999999994,0.01
0.23449999999999985,0.18900000000000003,0.98
0.04129999999999998,0.05950000000000002,0.99
0.49729999999999996,0.2017000000000001,0.99
0.121,0.07960000000000003,0.91
0.39120000000000005,0.47560000000000047,0.89
0.32839999999999975,0.3349000000000001,0.99
0.1464999999999998,0.21099999999999997,0.01
0.18679999999999997,0.1566,0.08
0.18600000000000008,0.29789999999999983,0.99
0.31639999999999996,0.1887,0.98
0.08379999999999992,0.12359999999999997,0.04
0.33929999999999977,0.19540000000000007,0.01
0.33130000000000015,0.41319999999999985,0.01
0.11419999999999998,0.0961999999999999,0.9
0.16200000000000017,0.2804999999999999,0.01
0.19349999999999998,0.32859999999999995,0.01
0.08480000000000004,0.20630000000000004,0.04
0.36450000000000005,0.21560000000000032,0.99
0.18569999999999998,0.27739999999999987,0.97
0.5063000000000006,0.39209999999999995,0.01
0.3003999999999999,0.40340000000000065,0.83
0.23700000000000002,0.3118000000000003,0.97
0.1035,0.18250000000000002,0.02
0.04789999999999995,0.039800000000000016,0.98
0.3573999999999997,0.34579999999999944,0.98
0.2406000000000002,0.407,0.03
0.6833999999999995,0.6066999999999999,0.01
0.056500000000000015,0.10179999999999997,0.02
0.15689999999999998,0.2543999999999998,0.99
0.6123,0.5232000000000001,0.95
0.1296999999999999,0.11800000000000006,0.99
0.1787,0.14369999999999986,0.99
0.6252999999999992,0.5526999999999997,0.02
0.10479999999999993,0.08629999999999993,0.18
0.3999000000000003,0.4251000000000004,0.09
0.15619999999999998,0.14200000000000002,0.99
0.40220000000000006,0.34380000000000005,0.99
0.05719999999999998,0.03900000000000002,0.97
0.02589999999999999,0.017200000000000007,0.87
0.34640000000000015,0.19730000000000025,0.92
0.5327000000000001,0.3323,0.92
0.24969999999999995,0.33300000000000013,0.99
0.3242999999999999,0.2924000000000001,0.95
0.23269999999999993,0.1192,0.85
0.16169999999999987,0.20439999999999986,0.01
0.1816,0.3872999999999998,0.01
0.47670000000000023,0.6801000000000014,0.99
0.2059,0.1765999999999999,0.01
0.08409999999999995,0.05210000000000001,0.98
0.2035999999999999,0.24269999999999997,0.02
0.28680000000000005,0.19599999999999998,0.95
0.5144000000000006,0.6760000000000004,0.03
0.2395999999999999,0.28550000000000003,0.07
0.08569999999999993,0.07059999999999993,0.99
0.0650999999999999,0.08779999999999998,0.04
0.15180000000000013,0.2530999999999999,0.01
0.06400000000000004,0.12739999999999999,0.02
0.5396999999999993,0.4147000000000001,0.04
0.2508000000000001,0.07659999999999989,0.99
0.4133999999999998,0.6238999999999991,0.95
0.1392999999999997,0.17379999999999995,0.01
0.16709999999999986,0.13210000000000002,0.07
0.0753999999999999,0.1490999999999999,0.01
0.032199999999999965,0.0545,0.99
0.04909999999999998,0.0632999999999999,0.99
0.0969000000000001,0.15589999999999996,0.01
0.23230000000000015,0.2608000000000002,0.95
0.3168,0.2552,0.98
0.2414000000000004,0.24239999999999995,0.02
0.03729999999999998,0.01680000000000001,0.99
0.054899999999999984,0.0316,0.89
0.25049999999999994,0.18659999999999977,0.99
0.19190000000000004,0.10150000000000008,0.96
0.11499999999999994,0.10419999999999999,0.01
0.07740000000000004,0.09729999999999996,0.11
0.40239999999999976,0.6811000000000001,0.05
0.13509999999999983,0.06789999999999999,0.06
0.26520000000000005,0.24010000000000012,0.99
0.3051999999999999,0.22630000000000008,0.99
0.05759999999999997,0.0833,0.02
0.13720000000000002,0.34290000000000026,0.04
0.3062999999999998,0.44420000000000015,0.01
0.06470000000000002,0.14709999999999998,0.1
0.20380000000000034,0.22990000000000005,0.01
0.4428999999999995,0.3925999999999999,0.12
0.1084,0.06539999999999994,0.82
0.34299999999999997,0.29070000000000024,0.93
0.2895999999999999,0.1983000000000003,0.99
0.24559999999999998,0.16140000000000015,0.99
0.6011000000000005,0.7897999999999997,0.01
0.2040999999999999,0.20110000000000003,0.03
0.08730000000000006,0.10429999999999996,0.04
0.04459999999999994,0.0321,0.03
0.5379000000000002,0.7299,0.88
0.22870000000000032,0.38180000000000014,0.01
0.0767,0.1114,0.01
0.15229999999999985,0.133,0.01
0.1030999999999999,0.1362999999999999,0.02
0.18230000000000002,0.13279999999999995,0.99
0.10750000000000001,0.06769999999999995,0.91
0.4373000000000003,0.2664000000000001,0.01
0.4319000000000001,0.24550000000000005,0.99
0.46810000000000007,0.5133000000000005,0.99
0.3457999999999998,0.32309999999999983,0.99
0.22459999999999977,0.2926999999999999,0.01
0.3029,0.14829999999999996,0.99
0.2126,0.1546999999999999,0.99
0.19789999999999996,0.1859,0.88
0.43370000000000064,0.4192000000000001,0.01
0.13579999999999984,0.21469999999999995,0.03
0.638,0.7603999999999996,0.95
0.07660000000000003,0.09180000000000002,0.01
0.08519999999999994,0.15069999999999997,0.1
0.15589999999999993,0.17439999999999992,0.98
0.06219999999999998,0.11030000000000006,0.99
0.6819000000000008,0.6620999999999997,0.06
0.033999999999999954,0.040499999999999974,0.03
0.3635000000000003,0.3251999999999999,0.01
0.2645000000000002,0.2914999999999999,0.01
0.22920000000000026,0.3211999999999998,0.05
0.7049000000000006,0.45929999999999993,0.03
0.2575999999999999,0.28329999999999944,0.88
0.11399999999999999,0.09000000000000004,0.99
0.21289999999999998,0.20669999999999983,0.99
0.06709999999999995,0.032299999999999954,0.88
0.6069000000000002,0.7321,0.98
0.22559999999999994,0.23710000000000003,0.01
0.22940000000000008,0.24350000000000013,0.01
0.3506999999999998,0.13469999999999996,0.04
0.3606,0.4648,0.99
0.6017000000000001,0.8998999999999999,0.98
0.22809999999999991,0.2703999999999999,0.03
0.40939999999999993,0.3405000000000002,0.99
0.3257,0.12990000000000013,0.91
0.22210000000000005,0.2570999999999996,0.96
0.09150000000000003,0.1067,0.03
0.2871000000000001,0.14799999999999996,0.01
0.3183999999999998,0.4026000000000002,0.1
0.26070000000000004,0.1674000000000001,0.02
0.10160000000000002,0.07480000000000002,0.06
0.1385,0.13289999999999985,0.99
0.0577,0.11579999999999999,0.02
0.15389999999999995,0.13500000000000012,0.97
0.4306000000000006,0.2934999999999999,0.01
0.06089999999999991,0.06779999999999994,0.03
0.2637,0.1388999999999998,0.99
0.2951,0.25359999999999994,0.99
0.15869999999999995,0.1677,0.07
0.48649999999999916,0.8047999999999998,0.01
0.758099999999999,0.5872,0.04
0.43889999999999985,0.3484999999999999,0.01
0.047899999999999957,0.10539999999999995,0.01
0.4054,0.37660000000000027,0.92
0.5430999999999999,0.6334,0.01
0.7781000000000001,0.36169999999999974,0.01
0.04439999999999994,0.09259999999999997,0.06
0.5035999999999998,0.3516,0.01
0.28549999999999964,0.2546,0.01
0.11539999999999992,0.023300000000000005,0.99
0.2545000000000001,0.2720999999999996,0.98
0.4778,0.6508000000000008,0.99
0.09979999999999994,0.06199999999999993,0.98
0.39099999999999985,0.48099999999999987,0.99
0.5291999999999994,0.7371000000000002,0.01
0.4308000000000001,0.53,0.01
0.1959000000000003,0.21509999999999999,0.12
0.3365999999999996,0.3836,0.01
0.6861999999999998,0.6384000000000005,0.93
0.08430000000000001,0.0956,0.99
0.5362000000000002,0.5875999999999995,0.98
0.06729999999999997,0.14169999999999985,0.99
0.29969999999999974,0.36750000000000027,0.01
0.10979999999999997,0.11269999999999997,0.08
0.10690000000000005,0.16020000000000004,0.06
0.9003999999999996,0.9192999999999995,0.9
0.37610000000000005,0.46550000000000075,0.96
0.0644999999999999,0.07549999999999998,0.06
