0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,30,4,4,0,3,4,1,0,4,2,26,2,0,1,3,1,1,0
3,48,4,0,2,2,2,2,0,2,3,44,0,2,1,2,1,0,0
0,21,2,3,0,3,1,1,0,4,2,26,2,0,1,1,1,0,0
1,27,4,4,2,2,4,2,0,2,1,23,2,1,2,1,1,0,0
3,18,4,4,3,4,4,2,0,4,2,46,2,1,2,2,1,0,0
1,18,2,3,4,1,4,1,0,3,0,27,2,0,1,2,1,0,0
3,22,2,4,2,4,3,2,0,4,2,40,2,1,1,2,1,0,0
1,24,3,3,4,1,4,2,0,2,1,29,0,1,1,1,1,0,0
0,12,0,4,0,2,4,2,0,2,1,28,2,0,2,2,1,1,0
0,48,2,1,0,3,4,2,0,4,3,39,1,2,3,2,2,1,0
0,27,2,4,0,2,3,2,0,2,2,27,2,1,1,3,1,0,0
1,24,2,4,1,1,3,3,0,2,2,22,2,0,1,2,1,1,0
3,24,4,4,3,2,4,1,0,1,0,43,2,1,2,1,1,0,0
3,15,2,4,4,4,4,2,0,2,2,35,2,1,1,2,1,0,0
1,30,4,0,0,0,4,3,0,2,2,28,2,1,2,3,1,0,0
3,24,2,4,2,4,3,2,0,2,2,31,2,1,1,2,2,1,0
1,15,0,0,0,1,2,1,0,1,0,26,2,0,2,0,1,0,0
1,21,2,9,0,4,2,1,0,4,1,39,2,1,1,2,2,0,0
1,42,1,1,0,0,1,2,0,2,3,55,0,2,1,3,1,1,0
0,15,2,4,0,1,4,3,0,2,0,27,2,1,1,2,1,0,1
1,18,4,3,0,4,3,1,0,4,1,37,2,1,1,2,1,1,0
1,21,4,9,0,3,2,2,0,3,1,27,2,1,2,2,1,0,0
2,10,2,5,0,2,2,2,0,2,2,37,2,1,1,2,1,1,0
3,30,1,1,4,0,4,1,0,1,0,53,0,1,1,3,1,1,0
3,24,2,9,0,3,4,2,0,1,0,25,2,1,1,2,1,1,0
0,36,2,1,4,4,3,2,0,4,3,47,2,2,1,2,1,0,0
3,48,1,9,0,2,1,1,0,1,0,27,1,1,1,2,1,0,0
3,12,3,6,3,4,4,2,0,4,3,55,2,2,2,2,2,0,0
0,15,2,0,0,2,3,1,0,2,1,29,2,1,1,2,1,1,0
1,24,3,9,1,3,4,2,0,4,2,36,2,0,1,3,1,1,0
1,48,3,2,1,0,2,2,0,4,3,31,2,2,1,3,1,1,0
1,24,1,7,0,3,4,1,0,4,3,34,0,2,1,1,1,0,0
0,48,2,4,0,2,3,1,0,2,2,31,2,1,1,2,1,1,0
0,24,1,3,2,2,4,2,0,4,0,22,1,1,1,2,1,1,0
0,30,0,9,4,1,2,2,0,3,2,25,0,1,3,2,1,0,0
1,12,2,6,0,2,4,2,0,2,2,30,2,1,1,2,1,0,0
0,24,2,1,0,3,2,2,0,1,3,34,2,2,1,3,1,1,0
1,60,3,4,4,2,1,2,0,1,0,27,2,1,1,1,1,0,0
3,48,2,4,4,3,4,2,0,3,2,37,1,1,1,2,1,1,0
1,6,2,6,0,1,3,3,0,1,1,22,2,1,1,1,1,0,0
3,24,2,9,3,2,2,2,0,3,1,54,2,1,3,3,1,1,0
3,48,4,4,4,4,4,2,0,1,0,47,2,1,1,2,1,1,0
1,60,3,4,4,2,2,2,0,2,3,27,2,2,1,3,1,0,0
3,24,4,9,0,2,3,2,0,2,0,74,2,1,1,3,1,1,0
3,36,3,9,0,1,1,0,0,1,2,28,2,1,2,2,1,0,0
1,36,0,4,0,2,4,1,0,1,2,42,2,1,1,2,1,1,0
0,12,4,0,0,4,4,2,0,3,1,35,2,1,2,2,1,0,0
3,21,2,1,4,4,4,2,0,4,0,46,2,1,1,3,1,1,0
1,9,2,4,2,2,4,1,0,3,0,66,2,1,1,1,1,0,0
3,60,2,0,4,2,4,2,0,4,3,34,2,2,1,2,2,1,0
1,15,1,0,1,2,2,3,0,2,1,25,2,0,1,2,1,0,0
3,36,4,3,0,1,2,1,0,4,1,23,2,0,2,2,1,1,0
3,24,4,3,0,3,2,2,0,2,1,30,2,1,2,1,1,0,0
3,11,4,0,0,1,4,1,0,4,2,35,2,1,2,3,1,0,0
1,9,2,0,4,2,1,1,0,2,0,33,2,1,1,1,1,0,0
0,12,1,8,0,4,4,3,0,1,2,45,0,1,1,1,1,0,0
3,24,4,1,4,3,3,2,0,4,1,43,2,1,2,2,1,1,0
3,12,2,3,0,2,4,1,0,1,0,26,2,1,1,2,1,1,0
3,24,4,4,4,4,4,2,0,4,1,53,2,1,2,2,1,0,0
3,36,2,1,0,2,2,2,0,2,3,32,2,2,1,3,1,1,0
3,11,4,0,0,2,1,2,0,4,1,39,2,1,2,1,1,0,0
3,24,2,0,0,2,1,2,0,4,1,43,2,1,1,1,2,0,0
3,12,2,0,4,1,2,2,0,3,1,45,2,1,1,3,2,1,0
0,6,4,0,0,3,4,1,0,3,1,37,2,1,2,2,1,0,1
1,24,2,1,2,1,3,1,0,4,2,28,2,0,1,2,1,0,0
1,12,4,4,0,2,1,1,0,1,0,23,2,1,1,1,1,0,0
3,15,4,3,4,4,4,2,0,4,1,63,2,1,1,2,1,0,0
2,24,4,4,4,2,3,2,0,2,2,31,2,1,2,2,1,1,0
3,36,2,4,0,4,4,2,0,2,2,28,2,1,1,2,1,0,0
3,36,0,6,0,2,4,2,0,2,2,27,2,1,2,2,1,0,0
3,6,0,4,0,4,4,3,0,4,2,39,2,1,1,1,1,0,0
0,12,2,0,0,2,4,1,2,4,1,29,2,1,1,2,1,1,0
3,24,4,0,3,4,4,1,0,4,0,37,2,1,2,2,1,1,0
0,36,3,9,0,3,2,2,0,1,2,24,2,1,2,2,1,1,0
0,18,2,3,0,0,4,2,0,1,2,25,2,1,1,0,1,0,0
0,24,2,3,0,1,4,2,0,1,3,22,0,2,1,2,1,0,0
2,18,2,4,0,2,4,2,1,2,0,37,1,1,1,2,1,0,0
1,30,2,4,4,2,4,1,0,1,2,26,2,1,1,2,1,0,0
1,60,1,2,1,4,3,1,0,4,3,60,0,2,2,3,1,1,0
3,24,3,1,0,3,3,2,0,3,2,35,2,1,2,1,1,1,0
3,15,2,4,0,4,4,1,0,2,2,54,0,0,1,3,1,1,0
0,20,4,0,0,2,4,3,2,2,1,33,0,0,2,2,1,0,1
1,27,2,9,0,1,4,1,0,1,1,32,2,1,1,2,2,1,0
3,21,3,1,0,2,3,2,0,2,0,28,1,1,2,1,1,0,0
1,45,2,4,1,2,4,2,2,4,1,21,2,0,1,2,1,0,0
3,36,3,0,0,4,2,2,0,2,2,45,2,1,2,2,2,1,0
3,10,2,3,0,2,2,2,0,2,0,25,0,0,1,1,1,0,0
1,24,4,4,1,1,4,2,0,4,3,38,0,1,2,2,2,0,0
0,11,4,0,0,2,1,2,0,2,0,40,2,1,2,1,2,0,0
3,24,3,9,2,2,4,2,0,2,2,44,2,1,2,2,2,1,0
3,24,2,8,0,1,4,3,0,3,2,27,2,1,2,1,1,0,0
3,42,2,4,4,3,2,3,0,4,1,29,2,0,1,2,1,1,0
3,15,2,5,2,3,4,2,0,3,1,36,2,1,2,2,1,1,0
3,15,3,1,0,1,1,1,0,2,1,46,2,1,2,1,1,0,0
2,36,2,4,0,2,4,2,0,1,2,24,2,1,1,2,1,0,0
1,18,4,4,0,4,3,1,2,4,0,48,0,0,2,1,1,1,0
0,36,2,3,0,0,4,2,0,3,1,30,2,1,1,3,1,1,0
0,24,2,0,4,3,4,1,0,4,3,32,2,0,1,2,1,0,0
2,15,2,7,0,1,4,1,0,4,1,23,2,0,1,2,1,1,0
1,48,2,4,3,3,1,2,1,2,3,27,0,1,2,2,1,1,0
3,9,2,4,1,4,3,2,1,4,2,35,2,1,1,2,1,1,0
1,9,4,3,0,3,4,2,0,3,2,35,2,0,1,2,1,1,0
1,12,2,1,4,2,4,2,0,2,2,30,2,1,1,2,1,0,0
1,18,2,0,4,2,4,1,0,2,1,33,2,1,1,2,1,0,0
0,6,2,3,0,4,2,1,0,1,1,49,0,1,1,2,1,1,0
0,9,4,0,0,2,2,2,0,2,0,36,2,0,2,2,2,0,0
1,39,4,4,0,3,2,2,2,2,0,25,2,1,2,2,1,0,0
3,60,2,0,0,4,2,2,0,4,1,42,2,1,1,3,1,1,0
1,12,4,0,2,3,3,0,0,3,2,36,2,1,1,3,1,1,0
3,18,2,1,4,2,2,2,0,1,1,31,2,1,1,2,1,1,0
3,10,2,4,0,2,1,2,0,4,1,38,2,1,1,2,1,1,1
3,14,3,0,0,2,4,2,0,2,2,27,2,1,2,1,1,0,0
1,48,0,0,2,1,1,1,0,1,2,30,2,1,2,2,1,0,0
1,12,4,5,0,3,4,2,0,3,1,26,2,1,1,2,1,0,0
1,30,0,9,0,2,2,1,0,1,2,28,2,1,2,2,1,0,0
3,24,1,9,0,3,4,2,0,4,2,50,0,1,1,2,1,1,0
0,12,2,4,0,2,4,2,0,3,1,24,2,1,1,1,1,0,0
3,12,2,4,3,3,2,0,0,4,0,61,2,1,1,1,1,0,0
3,12,4,4,4,4,4,2,0,4,0,65,2,1,4,2,1,0,0
3,48,4,7,0,2,1,2,0,3,3,31,0,2,1,2,1,1,0
3,12,0,3,0,4,2,2,0,4,1,34,2,1,2,2,1,0,0
1,12,2,3,0,2,4,2,0,2,1,37,2,1,1,1,1,0,0
3,24,3,3,1,2,2,2,0,3,1,35,2,1,2,2,1,0,0
0,10,4,0,0,3,4,2,1,3,1,49,2,1,2,2,1,1,0
0,15,2,0,0,0,1,1,0,4,2,23,2,0,1,2,1,0,0
3,30,4,4,0,3,3,2,1,2,2,38,2,1,1,2,1,0,0
0,12,2,3,0,1,4,1,0,1,2,22,2,0,1,2,1,0,0
1,8,2,4,0,3,4,1,2,2,0,44,2,1,1,1,1,0,0
3,15,4,4,0,4,4,2,0,4,2,46,2,1,2,2,1,1,0
0,18,4,0,0,4,2,2,0,4,3,36,2,2,3,3,1,1,0
0,12,2,5,1,0,4,1,0,3,1,22,2,1,1,2,1,0,0
3,10,2,0,4,4,4,2,1,2,1,45,2,1,1,1,1,0,1
0,24,2,0,4,2,4,1,0,2,1,35,2,1,1,2,1,0,0
3,6,2,4,1,4,2,2,0,4,3,42,0,2,1,2,2,1,0
1,48,3,7,0,4,4,2,0,4,3,50,2,2,1,2,1,0,0
0,18,2,7,0,0,4,1,0,1,0,27,2,1,1,0,1,0,0
3,28,1,1,4,1,3,2,2,4,0,40,0,0,2,2,2,1,0
3,12,4,6,4,3,4,1,0,4,0,23,2,1,2,2,1,0,0
1,24,4,9,4,3,4,2,0,3,3,34,2,1,2,2,2,1,0
3,10,2,0,1,2,3,2,0,2,0,35,2,0,1,1,1,0,1
3,12,4,0,1,3,4,1,0,3,2,51,2,1,2,2,1,1,0
0,6,4,0,0,4,1,1,0,4,3,39,2,1,2,2,1,1,0
2,9,0,4,0,1,4,2,0,2,2,34,2,1,2,3,1,1,0
1,9,2,4,0,1,4,1,0,2,2,22,2,1,1,2,1,1,0
1,30,0,9,1,2,4,1,0,4,2,26,2,0,2,1,1,0,0
1,18,4,3,0,4,2,2,0,1,3,41,2,1,1,2,1,1,0
3,6,3,9,1,2,1,2,0,2,0,34,2,1,2,1,1,0,0
1,12,2,8,4,4,4,2,0,4,1,38,2,1,2,2,1,0,0
0,8,4,0,0,3,1,2,0,4,0,39,2,1,2,1,1,0,1
1,9,1,1,0,4,2,1,0,4,3,74,0,2,1,3,2,1,0
2,10,4,0,0,4,4,2,0,4,3,63,2,2,2,2,1,1,0
0,18,1,0,0,3,4,2,0,4,3,32,2,2,2,1,2,0,0
3,18,2,4,0,1,4,2,0,1,0,33,2,1,1,2,1,0,0
0,18,2,3,0,2,2,2,0,2,2,22,2,1,1,2,1,0,0
0,28,2,0,0,2,3,2,0,2,2,45,2,1,1,1,1,0,0
1,12,2,3,1,1,4,1,0,4,2,27,0,0,4,2,1,0,0
3,15,2,1,4,4,4,2,0,4,3,45,0,2,1,2,2,0,0
3,24,2,4,1,2,4,2,0,4,2,29,2,0,1,3,1,1,0
2,42,4,1,0,4,4,2,0,4,3,56,2,2,1,2,1,0,0
3,18,2,4,0,1,3,3,0,4,0,39,2,1,1,2,1,1,0
3,12,2,3,0,2,3,2,0,2,0,24,2,0,1,1,1,0,0
3,24,4,3,3,2,4,2,0,4,0,50,2,1,1,2,1,1,0
3,27,3,9,0,3,3,2,0,4,2,26,2,1,2,2,1,0,0
0,42,4,6,0,0,4,2,1,4,2,65,2,1,2,0,1,0,0
3,12,4,4,0,4,4,2,0,4,0,52,2,1,3,2,1,0,0
3,36,4,1,0,4,2,2,0,2,1,35,2,1,2,2,2,1,0
3,9,4,0,0,2,3,2,0,1,0,30,2,1,2,2,1,0,0
1,12,2,4,0,4,3,3,2,3,0,40,0,1,2,1,1,0,0
0,21,2,0,4,3,2,2,1,2,0,24,2,1,1,1,1,0,1
0,12,0,0,0,2,4,2,0,4,2,48,0,1,2,2,1,0,0
1,48,2,9,0,2,2,2,0,2,2,23,2,1,1,2,1,1,0
0,12,4,0,0,2,3,1,1,2,0,29,2,1,2,2,1,0,0
3,60,3,4,0,3,2,2,0,4,2,21,2,1,2,2,1,1,0
3,24,3,9,0,1,2,2,0,2,2,27,0,1,2,2,1,1,0
1,20,2,1,4,0,1,0,0,4,0,60,2,1,1,3,1,1,0
0,24,2,1,4,4,2,1,0,4,0,26,2,0,1,2,1,0,0
1,36,1,5,4,1,3,1,0,2,3,29,0,1,1,0,1,0,0
3,11,2,9,3,4,1,0,0,2,0,28,2,1,1,2,1,1,0
3,10,2,0,0,2,2,1,0,4,2,64,2,1,1,2,1,1,0
1,15,2,6,0,4,4,2,0,4,2,38,2,1,2,1,1,0,0
1,48,0,2,0,2,1,1,0,2,1,32,0,1,1,3,1,1,1
1,12,2,9,1,3,2,1,0,4,0,23,2,0,1,1,1,0,0
1,6,2,4,0,1,3,3,0,3,0,26,2,1,1,1,1,0,1
0,24,2,3,0,4,4,2,0,2,1,39,2,0,1,3,1,1,0
0,18,2,4,0,2,4,2,0,4,3,65,2,2,2,2,1,0,0
0,12,2,3,0,2,2,2,1,2,1,29,2,1,1,1,2,0,0
3,15,4,0,4,4,1,1,0,4,2,59,2,1,1,2,1,1,0
3,18,2,4,4,1,4,1,0,2,0,21,2,0,1,2,1,1,0
0,24,1,0,0,0,1,1,1,4,3,29,2,0,2,0,1,0,0
3,39,2,1,1,4,4,2,0,2,2,45,2,1,1,3,1,1,0
3,24,2,4,0,1,4,1,0,3,2,38,1,1,1,2,1,1,0
0,18,2,4,0,2,4,3,0,3,0,26,0,1,1,2,1,0,0
0,12,2,3,0,2,2,1,1,3,1,30,2,1,1,2,1,0,0
1,36,2,3,1,1,4,2,1,1,3,29,2,0,1,3,1,1,0
1,18,2,0,0,3,3,2,0,3,0,28,2,0,1,1,1,0,0
1,15,2,6,1,2,3,1,0,2,0,25,2,1,1,1,1,0,0
3,12,2,4,1,3,3,2,0,1,3,35,2,1,1,2,1,0,0
0,12,2,3,0,4,4,1,0,4,1,24,2,0,1,2,1,0,0
1,36,2,4,1,2,4,1,1,4,3,50,2,2,1,2,1,0,0
3,36,2,9,1,3,2,2,0,2,2,31,2,1,2,2,1,1,0
3,60,4,0,4,4,2,2,0,4,3,63,0,2,1,3,1,1,0
3,48,2,9,0,0,3,2,0,2,2,33,0,0,1,3,1,1,0
3,18,2,6,0,1,4,1,0,4,0,23,2,1,1,2,1,0,0
1,18,2,4,0,2,4,3,2,2,0,25,2,1,1,1,1,0,0
1,18,2,9,3,2,4,2,0,2,1,35,2,1,1,1,1,1,0
3,24,4,3,0,4,4,2,0,4,2,33,2,1,1,2,1,1,0
1,24,2,3,4,2,1,1,0,4,1,48,2,1,1,1,1,1,0
2,24,2,0,0,3,4,2,0,3,3,38,0,2,1,2,2,0,0
1,24,2,4,0,4,4,1,0,4,2,20,2,1,1,2,1,1,0
3,15,2,3,4,3,1,1,0,4,0,33,0,0,1,1,1,0,0
1,9,2,4,0,2,2,2,0,2,0,37,2,1,1,1,2,0,0
3,12,2,4,0,2,4,3,0,2,0,28,2,1,1,2,1,0,0
3,15,2,1,1,1,1,1,0,4,2,23,2,1,1,2,1,1,0
0,39,4,3,4,3,4,2,0,4,1,30,2,1,2,3,1,1,0
1,9,1,0,1,3,2,2,0,3,3,29,2,1,1,2,1,0,0
1,15,2,4,4,1,4,2,0,1,1,23,2,1,1,2,1,0,0
2,18,1,4,4,3,4,2,0,4,2,49,0,1,1,1,1,0,0
3,18,3,4,0,0,2,3,0,3,0,34,2,1,2,2,1,0,0
3,30,3,9,1,2,2,2,0,2,1,26,2,1,2,1,1,0,0
3,15,2,1,0,2,3,2,0,2,2,30,2,1,1,2,1,1,0
3,36,2,3,0,0,4,1,0,2,2,26,2,1,2,3,1,1,0
0,48,2,0,0,3,4,2,0,4,3,46,2,2,1,2,2,0,0
0,9,2,0,0,2,4,2,0,3,2,28,2,1,1,1,1,0,0
1,24,2,4,2,0,1,1,0,4,3,23,2,0,1,0,1,0,0
3,10,2,0,4,2,4,2,2,4,1,27,2,1,1,1,1,0,0
0,42,3,4,0,3,3,2,0,2,1,26,0,1,2,2,2,1,0
3,13,2,4,1,0,2,1,0,4,0,64,2,1,1,2,1,0,0
3,30,2,4,4,4,4,2,0,4,2,58,2,1,1,2,1,1,0
0,12,2,4,0,2,2,2,0,2,0,20,2,0,1,3,2,1,0
3,12,2,0,0,2,4,0,0,2,0,49,2,1,1,1,1,0,0
3,24,2,0,1,1,4,3,0,3,0,33,2,1,1,2,1,1,0
3,12,4,4,4,4,4,2,0,4,2,35,2,1,2,2,1,0,0
3,36,3,9,4,1,4,2,0,4,2,27,2,0,2,2,1,1,0
3,18,2,0,4,2,2,2,0,4,2,68,2,0,2,2,1,0,0
1,18,0,0,1,1,3,1,0,3,2,28,2,1,2,2,1,0,0
1,9,4,4,0,4,2,2,0,4,0,37,2,1,3,1,1,0,0
3,24,4,7,4,2,3,1,0,2,2,33,2,1,2,2,1,1,0
3,9,2,3,1,1,2,1,0,4,1,22,2,0,1,2,1,0,0
3,12,4,9,0,2,4,1,2,2,0,29,2,1,2,3,1,1,0
0,48,0,1,0,4,3,2,0,4,3,24,2,2,2,2,2,0,0
3,18,4,4,0,2,4,2,0,2,2,24,2,1,2,2,1,0,0
3,6,4,4,4,2,1,2,0,2,0,34,2,1,2,1,2,0,0
1,18,2,4,0,2,4,1,2,4,0,26,2,1,1,1,2,0,0
1,45,4,4,0,1,4,2,0,2,1,25,2,1,2,1,1,0,0
1,12,2,4,0,1,1,3,0,1,0,23,2,0,1,2,1,0,0
0,15,0,0,0,4,4,2,0,3,2,33,2,0,2,2,2,0,0
3,24,4,1,0,3,4,2,0,3,2,35,2,1,2,2,1,1,0
0,27,4,9,0,4,4,2,0,4,2,43,1,1,4,3,2,1,0
3,15,4,3,0,2,4,2,0,2,3,28,2,2,1,2,1,1,0
3,24,2,0,0,1,4,3,0,2,0,28,2,1,1,2,1,0,0
0,15,2,3,0,1,4,1,2,1,1,46,2,0,1,2,1,0,0
3,24,2,1,3,2,2,1,0,4,2,28,2,0,1,2,1,1,0
1,54,0,9,0,1,3,2,0,4,3,58,2,0,1,2,1,1,0
1,36,2,0,4,2,1,2,0,4,3,37,2,2,1,2,1,1,0
0,24,2,0,4,4,4,1,0,2,2,29,0,1,1,2,1,0,0
3,21,2,4,4,4,4,2,0,3,1,41,2,1,1,2,1,1,0
1,9,2,4,0,4,4,2,0,4,2,27,2,1,2,1,1,0,0
0,15,4,3,0,2,2,0,0,3,1,25,2,1,2,2,1,0,0
0,36,2,3,0,2,1,2,2,2,1,37,2,1,1,2,2,0,0
1,12,4,0,1,1,4,2,0,1,2,27,2,1,1,2,1,0,0
3,36,4,0,0,4,4,2,0,4,2,34,2,1,2,3,1,1,0
3,12,4,3,0,4,4,2,0,4,0,43,2,1,3,2,1,1,0
0,36,2,0,0,3,2,2,0,4,3,39,0,2,1,3,2,1,0
3,24,2,3,2,4,4,2,0,3,3,32,2,0,1,2,1,1,0
0,36,4,3,0,2,3,3,0,2,1,46,2,1,2,2,1,1,0
0,30,2,3,0,1,2,0,0,4,1,31,2,1,1,1,1,0,0
0,9,2,4,0,3,3,2,0,4,0,59,2,1,1,2,1,0,0
2,36,2,4,0,2,2,2,0,2,0,23,2,1,1,2,1,1,0
0,24,3,0,0,2,3,2,0,4,3,53,2,2,2,2,2,0,0
1,12,4,3,0,4,1,2,0,4,2,28,2,0,3,2,1,1,0
3,15,2,7,1,2,3,2,0,2,1,40,2,1,1,3,1,1,0
0,12,3,0,0,2,4,2,0,2,0,43,2,1,2,1,2,0,0
0,21,2,4,3,1,4,1,0,2,2,29,0,1,1,2,1,0,0
3,6,4,0,0,3,1,2,0,3,3,45,2,1,2,3,2,1,0
3,24,4,0,0,2,4,1,0,4,2,37,2,1,1,2,1,1,0
3,6,4,0,3,2,2,1,0,2,0,41,0,1,2,1,1,0,0
3,24,4,4,0,1,3,3,0,3,3,47,2,2,3,2,1,1,0
1,36,4,4,0,4,4,2,0,4,0,36,2,1,1,2,1,0,0
1,12,2,0,4,0,1,1,0,2,0,24,2,0,1,0,1,0,0
0,18,2,4,0,2,4,1,0,4,2,25,0,0,2,2,1,0,0
0,15,2,9,0,2,4,1,0,4,1,22,2,1,1,1,1,0,0
3,24,4,1,4,3,4,2,0,4,2,43,2,1,2,2,2,1,0
2,9,2,4,1,4,2,0,0,4,0,49,2,1,1,2,1,0,0
0,6,2,1,2,0,1,1,0,2,1,23,2,0,1,0,1,1,0
1,18,2,0,1,2,2,2,0,2,2,30,2,1,2,2,1,1,0
1,18,2,6,0,0,2,1,0,4,2,67,2,1,1,2,1,1,0
3,24,4,4,0,4,4,3,1,3,0,46,2,1,2,2,1,0,0
3,9,4,7,2,4,4,2,0,2,2,52,2,1,2,2,1,1,0
3,60,2,4,1,3,2,1,0,4,0,21,2,1,1,2,1,1,0
2,12,1,4,3,2,3,1,0,3,0,42,2,0,2,2,1,0,0
3,24,2,1,0,3,3,2,0,3,2,38,2,1,1,3,1,1,0
2,36,2,4,0,2,4,2,0,2,2,26,2,1,1,2,1,0,0
3,6,2,0,0,2,2,2,2,3,1,26,2,0,1,2,1,0,0
3,21,4,1,0,4,1,2,0,4,2,36,2,1,1,3,1,1,0
1,36,2,0,0,4,4,2,0,2,3,57,2,2,1,3,1,1,0
1,12,2,4,0,2,4,1,2,4,0,49,2,1,2,2,1,1,0
3,21,2,0,2,3,1,1,0,2,2,31,0,1,1,3,1,0,0
3,21,3,9,2,1,4,2,0,2,0,41,0,1,1,1,2,0,0
1,12,2,3,3,1,1,1,0,4,0,19,2,0,1,1,1,0,0
3,21,2,9,3,4,4,1,0,4,0,36,0,1,1,1,1,0,0
1,18,2,4,0,4,4,3,2,2,0,32,2,1,1,1,1,0,0
1,15,4,4,4,3,4,2,2,2,0,35,0,1,3,2,1,1,0
1,36,0,9,0,4,4,2,0,4,3,61,2,2,1,3,1,1,0
0,6,2,7,0,1,4,1,0,4,1,23,2,1,1,2,1,0,0
3,12,2,0,2,2,2,1,0,2,1,26,2,1,1,2,1,0,0
1,12,4,1,0,0,4,2,0,2,2,34,2,1,2,3,1,1,0
1,6,2,4,0,2,2,1,2,3,0,64,2,1,1,2,1,0,0
3,24,4,6,0,4,3,2,0,4,3,44,2,2,2,2,1,0,0
0,24,4,1,0,4,4,2,0,4,1,63,2,1,2,2,1,1,0
3,15,2,0,4,2,3,2,0,2,3,29,2,1,1,2,1,0,0
3,24,2,4,0,1,4,1,0,4,1,26,2,1,1,2,1,1,0
0,36,4,1,0,3,4,2,0,4,2,24,2,1,2,2,1,1,0
0,15,2,0,0,2,2,1,0,4,2,28,2,0,1,2,1,0,0
0,9,4,6,1,4,3,2,2,4,0,48,2,1,2,2,2,0,1
3,30,2,4,2,4,4,2,0,2,2,30,0,1,1,3,1,0,0
3,6,4,4,1,2,1,1,0,1,1,27,2,1,2,2,1,0,0
3,6,4,0,1,2,4,1,0,4,2,52,2,1,2,1,1,0,0
1,16,4,0,0,0,2,2,0,3,2,68,2,2,3,0,1,1,0
3,21,4,0,4,4,4,2,0,4,3,30,2,2,1,3,1,1,0
0,18,0,9,0,3,3,2,0,1,1,31,0,1,1,2,1,1,0
3,24,2,1,4,4,3,2,0,4,2,41,2,1,1,3,2,1,0
3,12,2,4,0,2,3,2,0,2,2,25,2,1,1,2,1,0,0
0,9,2,0,0,1,3,2,0,2,3,27,2,2,1,3,1,1,0
0,15,2,5,4,2,4,1,0,2,2,24,2,0,1,2,1,0,0
3,21,2,1,4,2,1,2,0,3,2,26,2,1,1,2,1,0,0
1,20,0,1,1,4,3,3,0,4,2,31,0,1,2,2,1,1,0
3,27,2,0,0,2,3,1,0,3,0,21,2,0,1,2,1,0,0
1,48,2,3,0,1,1,1,0,2,2,26,2,1,1,2,1,1,0
0,48,4,1,0,4,4,2,0,4,3,46,2,2,2,2,1,1,0
2,12,2,3,0,2,1,1,0,2,2,46,2,1,1,1,1,0,0
3,15,4,4,2,2,2,3,0,2,1,47,2,1,2,1,1,0,0
0,15,2,0,0,1,2,2,0,3,0,36,2,1,1,2,1,0,0
3,24,2,1,0,1,4,1,0,1,3,29,2,1,1,3,1,1,0
0,30,2,1,0,2,4,0,0,4,1,40,2,1,1,3,1,1,0
1,36,3,0,0,2,2,1,0,2,1,54,2,0,1,2,1,0,0
0,24,2,4,0,1,4,1,0,4,0,35,2,1,1,2,1,1,0
3,24,2,4,4,4,4,2,0,2,2,25,2,1,2,2,1,0,0
0,12,2,0,0,2,4,3,0,3,0,27,2,1,1,1,1,0,0
3,18,4,0,0,1,4,1,0,1,1,30,2,1,2,2,1,0,0
1,12,2,4,0,1,2,2,0,1,2,22,1,1,1,2,1,0,0
2,24,4,9,3,2,2,0,0,4,0,36,2,1,2,2,1,1,0
1,18,4,9,4,2,4,3,0,4,0,28,0,1,2,2,1,0,0
2,24,2,4,1,4,4,1,0,2,3,47,2,2,1,2,1,1,0
3,39,2,1,2,2,4,2,0,4,2,24,2,1,1,2,1,0,0
2,12,2,4,0,2,3,3,0,1,2,24,2,1,1,2,1,0,0
0,36,4,7,0,2,3,1,0,2,3,25,2,1,2,3,1,1,0
1,24,4,2,0,2,2,2,1,3,2,39,2,1,2,3,2,1,0
1,24,3,4,1,3,3,1,0,2,1,23,2,0,2,2,1,1,0
3,9,2,9,0,3,3,1,0,2,2,27,2,1,2,2,1,0,0
1,48,2,4,0,2,2,1,0,2,0,22,2,1,1,2,1,0,0
1,6,2,4,0,1,4,3,0,3,2,30,2,0,1,3,1,1,0
2,21,2,0,1,2,1,1,0,1,2,28,0,1,1,3,1,1,0
0,24,1,4,0,3,4,2,2,4,2,24,0,0,1,1,1,0,0
3,24,2,4,4,1,1,1,0,1,2,44,2,1,2,2,1,1,0
0,30,4,1,0,4,3,2,0,4,3,38,2,2,3,3,2,1,0
2,12,2,3,0,1,4,1,0,1,1,33,0,1,1,3,1,1,0
0,24,2,0,4,2,4,1,0,4,0,25,2,0,1,2,1,0,0
3,24,2,4,0,2,4,3,0,2,1,28,2,1,1,2,1,0,0
3,18,4,4,3,2,4,2,0,3,0,46,2,1,2,2,1,0,0
0,24,2,0,0,3,2,2,1,3,1,31,2,1,1,2,1,1,0
3,18,4,1,0,3,3,2,0,1,2,27,2,1,2,2,1,0,0
0,12,4,1,0,4,4,2,0,3,0,54,2,1,1,2,1,0,0
1,10,2,3,0,2,4,0,0,2,2,31,2,1,1,1,1,0,0
3,12,4,3,3,3,3,1,0,2,1,35,2,1,1,2,1,0,1
1,24,3,9,4,2,4,2,0,2,1,37,0,1,2,3,1,1,0
3,15,4,4,0,2,4,1,0,2,2,43,2,1,1,1,1,0,0
3,36,4,0,0,3,4,2,0,4,2,37,2,1,2,2,1,1,0
